element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
N,2,"=""""","=""545.7389""","=""""","=""1.83e+04""",D,"=""178273.38""","=""196592.07""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.4s""","=""3P*""","=""1""",1,3,,"=""T6385""","=""""",
N,2,"=""""","=""546.2581""","=""""","=""1.11e+07""",B+,"=""170607.89""","=""188909.17""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3P*""","=""1""",3,3,,"=""T7333""","=""""",
N,1,"=""""","=""547.180""","=""""","=""1.39e+05""",D+,"=""96750.840""","=""115021.3""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
N,2,"=""""","=""547.5287""","=""""","=""4.66e+06""",B,"=""187091.37""","=""205350.18""","=""2s2.2p.3d""","=""1D*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",5,5,,"=""T5520,T6385""","=""""",
N,2,"=""""","=""547.8086""","=""""","=""5.22e+06""",B+,"=""170607.89""","=""188857.37""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3P*""","=""2""",3,5,,"=""T7333""","=""""",
N,2,"=""""","=""548.0050""","=""""","=""1.44e+07""",B+,"=""170666.23""","=""188909.17""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3P*""","=""1""",5,3,,"=""T7333""","=""""",
N,3,"=""""","=""548.897""","=""""","=""1.03e+00""",D,"=""203088.9""","=""221302.2""","=""2p3""","=""2D*""","=""3/2""","=""2s2.3s""","=""2S""","=""1/2""",4,2,,"=""T6335""","=""""",
N,2,"=""""","=""549.3233""","=""""","=""3.11e+04""",B,"=""168892.21""","=""187091.37""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""1D*""","=""2""",3,5,,"=""T7333""","=""""",
N,2,"=""549.567""","=""549.5655""","=""450""","=""2.66e+07""",B+,"=""170666.23""","=""188857.37""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3P*""","=""2""",5,5,,"=""T7333""","=""L3513""",
N,1,"=""""","=""549.652""","=""""","=""1.37e+05""",D+,"=""96750.840""","=""114939.1""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
N,1,"=""""","=""551.019""","=""""","=""1.36e+05""",D+,"=""96750.840""","=""114894.0""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
N,1,"=""""","=""551.1696""","=""""","=""1.29e+05""",C,"=""94770.880""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",2,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""551.309""","=""""","=""2.57e+05""",C,"=""94770.880""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",2,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""551.8102""","=""""","=""1.20e+05""",C,"=""94793.490""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",4,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""551.8576""","=""""","=""2.05e+05""",C,"=""94793.490""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""551.997""","=""""","=""2.56e+05""",C,"=""94793.490""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",4,2,,"=""u18,LS""","=""""",
N,2,"=""""","=""552.6234""","=""""","=""2.13e+07""",C+,"=""205597.97""","=""223688.45""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""",3,5,,"=""T5520LS""","=""""",
N,1,"=""""","=""552.9380""","=""""","=""7.26e+04""",C,"=""94830.890""","=""112911.079""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",6,8,,"=""u18,LS""","=""""",
N,1,"=""""","=""552.9517""","=""""","=""2.92e+05""",C,"=""94830.890""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",6,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""552.9992""","=""""","=""1.78e+05""",C,"=""94830.890""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,2,"=""""","=""553.0242""","=""""","=""4.04e+07""",C+,"=""205654.22""","=""223731.59""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""",5,7,,"=""T5520LS""","=""""",
N,2,"=""553.536""","=""553.5347""","=""285""","=""6.04e+07""",C+,"=""205724.81""","=""223785.51""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""",7,9,,"=""T5520LS""","=""L3513""",
N,2,"=""""","=""553.5383""","=""""","=""4.53e+07""",C+,"=""205597.97""","=""223658.55""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""",3,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""554.0061""","=""""","=""6.03e+07""",C+,"=""205597.97""","=""223643.30""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5D*""","=""0""",3,1,,"=""T5520LS""","=""""",
N,2,"=""""","=""554.3471""","=""""","=""3.51e+07""",C+,"=""205654.22""","=""223688.45""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""",5,5,,"=""T5520LS""","=""""",
N,1,"=""""","=""554.5000""","=""""","=""4.33e+05""",C,"=""94881.820""","=""112911.079""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",8,8,,"=""u18,LS""","=""""",
N,1,"=""""","=""554.5138""","=""""","=""9.59e+04""",C,"=""94881.820""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",8,6,,"=""u18,LS""","=""""",
N,2,"=""""","=""555.1922""","=""""","=""2.00e+07""",C+,"=""205724.81""","=""223731.59""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""",7,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""555.2677""","=""""","=""1.50e+07""",C+,"=""205654.22""","=""223658.55""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""",5,3,,"=""T5520LS""","=""""",
N,1,"=""""","=""555.7383""","=""""","=""9.94e+05""",C,"=""94770.880""","=""112759.966""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",2,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""556.0337""","=""""","=""1.42e+06""",C,"=""94881.820""","=""112861.348""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""9/2""",8,10,,"=""u18,LS""","=""""",
N,1,"=""""","=""556.4265""","=""""","=""1.06e+06""",C,"=""94793.490""","=""112760.325""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",4,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""556.4265""","=""""","=""1.21e+06""",C,"=""94830.890""","=""112797.725""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""7/2""",6,8,,"=""u18,LS""","=""""",
N,1,"=""""","=""556.4377""","=""""","=""3.96e+05""",C,"=""94793.490""","=""112759.966""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,2,"=""""","=""556.5255""","=""""","=""3.97e+06""",C+,"=""205724.81""","=""223688.45""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""",7,5,,"=""T5520LS""","=""""",
N,1,"=""""","=""557.5872""","=""""","=""3.42e+05""",C,"=""94830.890""","=""112760.325""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",6,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""557.5984""","=""""","=""2.81e+04""",D+,"=""94830.890""","=""112759.966""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""558.0083""","=""""","=""2.00e+05""",C,"=""94881.820""","=""112797.725""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""7/2""",8,8,,"=""u18,LS""","=""""",
N,2,"=""""","=""558.8594""","=""""","=""2.90e+04""",D,"=""187461.56""","=""205350.18""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",5,5,,"=""T6385""","=""""",
N,1,"=""""","=""559.1756""","=""""","=""1.35e+04""",D+,"=""94881.820""","=""112760.325""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",8,6,,"=""u18,LS""","=""""",
N,2,"=""""","=""563.172""","=""""","=""1.18e+07""",B,"=""205350.18""","=""223101.82""","=""2s2.2p.4p""","=""1D""","=""2""","=""2s2.2p.6s""","=""1P*""","=""1""",5,3,,"=""T5520""","=""""",
N,2,"=""566.663""","=""566.663""","=""650""","=""3.45e+07""",A,"=""148940.17""","=""166582.45""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""2""",3,5,,"=""T7333""","=""L3513""",
N,2,"=""""","=""567.400""","=""""","=""4.82e+01""",B,"=""168892.21""","=""186511.58""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3F*""","=""2""",3,5,,"=""T7333""","=""""",
N,2,"=""567.602""","=""567.602""","=""550""","=""2.80e+07""",A,"=""148908.59""","=""166521.69""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.3p""","=""3D""","=""1""",1,3,,"=""T7333""","=""L3513""",
N,2,"=""567.956""","=""567.956""","=""870""","=""4.96e+07""",A,"=""149076.52""","=""166678.64""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3D""","=""3""",5,7,,"=""T7333""","=""L3513""",
N,2,"=""568.621""","=""568.621""","=""450""","=""1.78e+07""",A,"=""148940.17""","=""166521.69""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""1""",3,3,,"=""T7333""","=""L3513""",
N,2,"=""571.077""","=""571.077""","=""450""","=""1.17e+07""",A,"=""149076.52""","=""166582.45""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3D""","=""2""",5,5,,"=""T7333""","=""L3513""",
N,1,"=""""","=""571.314""","=""""","=""8.94e+04""",D+,"=""96750.840""","=""114249.5""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
N,1,"=""""","=""572.935""","=""""","=""8.87e+04""",D+,"=""96750.840""","=""114200.0""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
N,2,"=""""","=""573.066""","=""""","=""1.26e+06""",A,"=""149076.52""","=""166521.69""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3D""","=""1""",5,3,,"=""T7333""","=""""",
N,1,"=""""","=""573.211""","=""""","=""8.85e+04""",D+,"=""96750.840""","=""114191.6""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
N,1,"=""""","=""573.4405""","=""""","=""4.47e+05""",C,"=""95475.310""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",2,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""573.591""","=""""","=""8.94e+05""",C,"=""95475.310""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",2,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""573.9945""","=""""","=""7.49e+05""",C,"=""95493.690""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",4,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""574.0457""","=""""","=""5.71e+05""",C,"=""95493.690""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",4,4,,"=""u18,LS""","=""""",
N,1,"=""""","=""574.197""","=""""","=""1.78e+05""",C,"=""95493.690""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",4,2,,"=""u18,LS""","=""""",
N,1,"=""""","=""574.6958""","=""""","=""2.21e+05""",D+,"=""96750.840""","=""114146.525""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""5/2""",4,6,,"=""T5723LS""","=""""",
N,2,"=""574.730""","=""574.730""","=""285""","=""3.27e+06""",B+,"=""149187.80""","=""166582.45""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""2""",3,5,,"=""T7333""","=""L3513""",
N,1,"=""575.250""","=""575.2499""","=""700""","=""1.06e+06""",C,"=""95532.150""","=""112911.079""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",6,8,,"=""u18,LS""","=""L3513""",
N,1,"=""""","=""575.2648""","=""""","=""3.19e+05""",C,"=""95532.150""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",6,6,,"=""u18,LS""","=""""",
N,1,"=""""","=""575.3162""","=""""","=""5.31e+04""",C,"=""95532.150""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",6,4,,"=""u18,LS""","=""""",
N,2,"=""""","=""575.459""","=""""","=""1.14e+00""",C,"=""15316.2""","=""32688.8""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p2""","=""1S""","=""0""",5,1,E2,"=""T7333""","=""""",
N,2,"=""""","=""576.745""","=""""","=""2.39e+06""",B+,"=""149187.80""","=""166521.69""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""1""",3,3,,"=""T7333""","=""""",
N,1,"=""""","=""577.1967""","=""""","=""2.18e+05""",D+,"=""96750.840""","=""114071.153""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""3/2""",4,4,,"=""T5723LS""","=""""",
N,1,"=""""","=""578.6835""","=""""","=""2.16e+05""",D+,"=""96750.840""","=""114026.654""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""1/2""",4,2,,"=""T5723LS""","=""""",
N,3,"=""""","=""581.779""","=""""","=""1.76e+06""",B,"=""320978.2""","=""338162.1""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s2.5p""","=""2P*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,3,"=""""","=""582.057""","=""""","=""1.76e+07""",B,"=""320978.2""","=""338153.9""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s2.5p""","=""2P*""","=""1/2""",4,2,,"=""T7192LS""","=""""",
N,3,"=""""","=""584.794""","=""""","=""1.56e+07""",B,"=""321066.8""","=""338162.1""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s2.5p""","=""2P*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""588.751""","=""""","=""2.78e-03""",C,"=""92237.2""","=""109217.6""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p3""","=""3P*""","=""2""",7,5,M1,"=""T7333""","=""""",
N,2,"=""""","=""588.751""","=""""","=""4.27e-01""",C,"=""92237.2""","=""109217.6""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p3""","=""3P*""","=""2""",7,5,E2,"=""T7333""","=""""",
N,2,"=""""","=""588.786""","=""""","=""3.55e-01""",C,"=""92237.2""","=""109216.6""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p3""","=""3P*""","=""1""",7,3,E2,"=""T7333""","=""""",
N,2,"=""""","=""589.001""","=""""","=""7.60e-01""",C,"=""92250.3""","=""109223.5""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""0""",5,1,E2,"=""T7333""","=""""",
N,2,"=""""","=""589.053""","=""""","=""3.29e-03""",C,"=""92251.8""","=""109223.5""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""0""",3,1,M1,"=""T7333""","=""""",
N,2,"=""""","=""589.206""","=""""","=""1.98e-03""",C,"=""92250.3""","=""109217.6""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""2""",5,5,M1,"=""T7333""","=""""",
N,2,"=""""","=""589.206""","=""""","=""2.66e-01""",C,"=""92250.3""","=""109217.6""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""2""",5,5,E2,"=""T7333""","=""""",
N,2,"=""""","=""589.240""","=""""","=""6.32e-02""",C,"=""92250.3""","=""109216.6""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""1""",5,3,E2,"=""T7333""","=""""",
N,2,"=""""","=""589.258""","=""""","=""5.33e-04""",C,"=""92251.8""","=""109217.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""2""",3,5,M1,"=""T7333""","=""""",
N,2,"=""""","=""589.258""","=""""","=""6.83e-02""",C,"=""92251.8""","=""109217.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""2""",3,5,E2,"=""T7333""","=""""",
N,2,"=""""","=""589.293""","=""""","=""3.29e-03""",C,"=""92251.8""","=""109216.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""1""",3,3,M1,"=""T7333""","=""""",
N,2,"=""""","=""589.293""","=""""","=""3.41e-01""",C,"=""92251.8""","=""109216.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""1""",3,3,E2,"=""T7333""","=""""",
N,2,"=""""","=""589.315""","=""""","=""2.88e+07""",C+,"=""211827.67""","=""228791.83""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""",5,7,,"=""T5520LS""","=""""",
N,2,"=""""","=""589.725""","=""""","=""2.16e+07""",C+,"=""211779.45""","=""228731.81""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",3,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""589.983""","=""""","=""1.60e+07""",C+,"=""211749.35""","=""228694.30""","=""2s.2p2.(4P).3s""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",1,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""591.033""","=""""","=""1.19e+07""",C+,"=""211779.45""","=""228694.30""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",3,3,,"=""T5520LS""","=""""",
N,2,"=""""","=""591.407""","=""""","=""7.13e+06""",C+,"=""211827.67""","=""228731.81""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",5,5,,"=""T5520LS""","=""""",
N,2,"=""""","=""592.722""","=""""","=""7.87e+05""",C+,"=""211827.67""","=""228694.30""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""1""",5,3,,"=""T5520LS""","=""""",
N,2,"=""592.781""","=""592.781""","=""360""","=""3.19e+07""",A,"=""170572.61""","=""187437.56""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.3d""","=""3D*""","=""1""",1,3,,"=""T7333""","=""L3513""",
N,2,"=""593.178""","=""593.178""","=""550""","=""4.23e+07""",A,"=""170607.89""","=""187461.56""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3D*""","=""2""",3,5,,"=""T7333""","=""L3513""",
N,2,"=""594.024""","=""594.024""","=""285""","=""2.22e+07""",A,"=""170607.89""","=""187437.56""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3D*""","=""1""",3,3,,"=""T7333""","=""L3513""",
N,2,"=""594.165""","=""594.165""","=""650""","=""5.47e+07""",A,"=""170666.23""","=""187491.90""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3D*""","=""3""",5,7,,"=""T7333""","=""L3513""",
N,3,"=""""","=""594.344""","=""""","=""9.53e+04""",B,"=""317747.7""","=""334568.3""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",4,6,,"=""T7192LS""","=""""",
N,2,"=""595.239""","=""595.239""","=""285""","=""1.24e+07""",A,"=""170666.23""","=""187461.56""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3D*""","=""2""",5,5,,"=""T7333""","=""L3513""",
N,3,"=""""","=""595.339""","=""""","=""1.28e+06""",B,"=""317747.7""","=""334540.2""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",4,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""595.428""","=""""","=""4.94e+07""",B,"=""190120.24""","=""206910.24""","=""2s2.2p.3d""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1S""","=""0""",3,1,,"=""T5520,T6385""","=""""",
N,3,"=""""","=""595.470""","=""""","=""1.33e+06""",B,"=""317779.5""","=""334568.3""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",6,6,,"=""T7192LS""","=""""",
N,2,"=""""","=""596.091""","=""""","=""1.29e+06""",A,"=""170666.23""","=""187437.56""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3D*""","=""1""",5,3,,"=""T7333""","=""""",
N,3,"=""""","=""596.469""","=""""","=""1.41e+05""",B,"=""317779.5""","=""334540.2""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",6,4,,"=""T7192LS""","=""""",
N,2,"=""""","=""599.067""","=""""","=""1.56e+04""",D,"=""186570.98""","=""203258.98""","=""2s2.2p.3d""","=""3F*""","=""3""","=""2s2.2p.4p""","=""3P""","=""2""",7,5,,"=""T6385""","=""""",
N,1,"=""599.943""","=""599.9431""","=""160""","=""3.64e+06""",C+,"=""93581.550""","=""110245.183""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""",2,2,,"=""T6340""","=""L3513""",
N,1,"=""600.847""","=""600.8473""","=""210""","=""3.58e+06""",C+,"=""93581.550""","=""110220.107""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",2,4,,"=""T6340""","=""L3513""",
N,2,"=""""","=""606.157""","=""""","=""1.14e+04""",D,"=""188857.37""","=""205350.18""","=""2s2.2p.3d""","=""3P*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",5,5,,"=""T6385""","=""""",
N,2,"=""""","=""606.500""","=""""","=""2.57e+05""",B,"=""170607.89""","=""187091.37""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""1D*""","=""2""",3,5,,"=""T7333""","=""""",
N,2,"=""""","=""608.654""","=""""","=""5.87e+03""",B,"=""170666.23""","=""187091.37""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""1D*""","=""2""",5,5,,"=""T7333""","=""""",
N,1,"=""""","=""610.3375""","=""""","=""2.1e-04""",D,"=""83284.070""","=""99663.912""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",2,4,M1,"=""T7370""","=""""",
N,2,"=""""","=""611.460""","=""""","=""4.76e+04""",C+,"=""186511.58""","=""202861.36""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""3D""","=""3""",5,7,,"=""T6385n""","=""""",
N,1,"=""""","=""611.5981""","=""""","=""8.1e-04""",D,"=""83317.830""","=""99663.912""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",4,4,M1,"=""T7370""","=""""",
N,1,"=""""","=""611.6163""","=""""","=""4.4e-04""",D,"=""83317.830""","=""99663.427""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",4,6,M1,"=""T7370""","=""""",
N,1,"=""""","=""613.3721""","=""""","=""2.2e-03""",D,"=""83364.620""","=""99663.427""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",6,6,M1,"=""T7370""","=""""",
N,2,"=""""","=""613.689""","=""""","=""1.90e+06""",C+,"=""186570.98""","=""202861.36""","=""2s2.2p.3d""","=""3F*""","=""3""","=""2s2.2p.4p""","=""3D""","=""3""",7,7,,"=""T6385n""","=""""",
N,2,"=""""","=""615.075""","=""""","=""2.89e+06""",C+,"=""186511.58""","=""202765.26""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""3D""","=""2""",5,5,,"=""T6385n""","=""""",
