element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
C,3,"=""""","=""""","=""759.227""","=""""","=""""","=""2.36e+06""",C+,"=""333411.55""","=""346579.21""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""","=""1s2.2s.5g""","=""3G""","=""3""",7,7,,"=""T5600c20,n,LS""","=""""",
C,3,"=""""","=""""","=""759.531""","=""""","=""""","=""1.94e+06""",B,"=""308248.91""","=""321411.31""","=""1s2.2p.(2P*).3s""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""1""",3,3,,"=""T5633LS""","=""""",
C,1,"=""""","=""""","=""761.2118""","=""0.0003""","=""""","=""5.2e+04""",C,"=""70743.97227""","=""83877.305""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5s""","=""1P*""","=""1""",3,3,,"=""T6070""","=""""",
C,3,"=""""","=""""","=""761.245""","=""""","=""""","=""4.63e+06""",B,"=""308317.29""","=""321450.05""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""3""",5,7,,"=""T5633LS""","=""""",
C,3,"=""761.265""","=""""","=""761.275""","=""""","=""150""","=""2.92e+07""",C+,"=""333447.24""","=""346579.49""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.5g""","=""3G""","=""5""",9,11,,"=""T5600c20""","=""L1113""",
C,3,"=""""","=""""","=""761.291""","=""""","=""""","=""1.82e+06""",C+,"=""333447.24""","=""346579.21""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.5g""","=""3G""","=""4""",9,9,,"=""T5600c20,n,LS""","=""""",
C,3,"=""""","=""""","=""761.291""","=""""","=""""","=""3.56e+04""",C+,"=""333447.24""","=""346579.21""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.5g""","=""3G""","=""3""",9,7,,"=""T5600c20,n,LS""","=""""",
C,3,"=""""","=""""","=""762.599""","=""""","=""""","=""1.15e+06""",B,"=""308317.29""","=""321426.74""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""2""",5,5,,"=""T5633LS""","=""""",
C,1,"=""""","=""""","=""763.492536""","=""0.000024""","=""""","=""1.6e+04""",C,"=""70743.97227""","=""83838.0728""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.4d""","=""3D*""","=""2""",3,5,,"=""T6070""","=""""",
C,3,"=""""","=""""","=""763.497""","=""""","=""""","=""1.28e+05""",B,"=""308317.29""","=""321411.31""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""1""",5,3,,"=""T5633LS""","=""""",
C,1,"=""766.244""","=""0.004""","=""766.242013""","=""0.000018""","=""27000""","=""1.20e+06""",B,"=""70743.97227""","=""83791.0880""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5s""","=""3P*""","=""2""",3,5,,"=""T6070n""","=""L9405c184""",
C,1,"=""768.517""","=""0.004""","=""768.51859""","=""0.00003""","=""23000bl""","=""1.14e+06""",B,"=""70743.97227""","=""83752.4388""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",3,3,,"=""T6070n""","=""L9405c184""",
C,1,"=""769.2495""","=""0.0014""","=""769.24846""","=""0.00006""","=""9100""","=""1.18e+06""",B,"=""70743.97227""","=""83740.0964""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.5s""","=""3P*""","=""0""",3,1,,"=""T6070n""","=""L17684""",
C,3,"=""""","=""""","=""770.743""","=""""","=""""","=""1.30e+07""",B,"=""319720.35""","=""332691.28""","=""1s2.2p.(2P*).3p""","=""1P""","=""1""","=""1s2.2p.(2P*).3d""","=""1D*""","=""2""",3,5,,"=""T5633""","=""""",
C,3,"=""""","=""""","=""777.176""","=""""","=""""","=""1.77e+07""",B,"=""327278.27""","=""340141.83""","=""1s2.2p.(2P*).3p""","=""3S""","=""1""","=""1s2.2p.(2P*).3d""","=""3P*""","=""0""",3,1,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""778.041""","=""""","=""""","=""1.76e+07""",B,"=""327278.27""","=""340127.53""","=""1s2.2p.(2P*).3p""","=""3S""","=""1""","=""1s2.2p.(2P*).3d""","=""3P*""","=""1""",3,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""779.600""","=""""","=""""","=""1.75e+07""",B,"=""327278.27""","=""340101.84""","=""1s2.2p.(2P*).3p""","=""3S""","=""1""","=""1s2.2p.(2P*).3d""","=""3P*""","=""2""",3,5,,"=""T5633LS""","=""""",
C,1,"=""783.2629""","=""0.0014""","=""783.26424""","=""0.00003""","=""17000""","=""5.7e+05""",B,"=""71352.54344""","=""84116.1152""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4d""","=""3P*""","=""1""",1,3,,"=""T6070n""","=""L17684""",
C,1,"=""783.7105""","=""0.0014""","=""783.71136""","=""0.00009""","=""7800""","=""1.81e+06""",B,"=""71364.93596""","=""84121.2260""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""0""",3,1,,"=""T6070n""","=""L17684""",
C,1,"=""784.0270""","=""0.0014""","=""784.02548""","=""0.00003""","=""9000""","=""5.2e+05""",B,"=""71364.93596""","=""84116.1152""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""1""",3,3,,"=""T6070n""","=""L17684""",
C,1,"=""784.8246""","=""0.0014""","=""784.825094""","=""0.000025""","=""17000""","=""4.0e+05""",B,"=""71364.93596""","=""84103.1238""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""2""",3,5,,"=""T6070n""","=""L17684""",
C,1,"=""785.2862""","=""0.0014""","=""785.28638""","=""0.00003""","=""19000""","=""7.5e+05""",B,"=""71385.40992""","=""84116.1152""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3P*""","=""1""",5,3,,"=""T6070n""","=""L17684""",
C,2,"=""786.055""","=""0.018""","=""786.072""","=""0.011""","=""25w*""","=""2.98e+06""",B,"=""178495.29""","=""191213.28""","=""2s2.5d""","=""2D""","=""3/2""","=""2s2.9f""","=""2F*""","=""5/2""",4,6,,"=""T7476""","=""L21568""",
C,2,"=""786.055""","=""0.018""","=""786.086""","=""0.011""","=""25w*""","=""3.19e+06""",B,"=""178495.54""","=""191213.29""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.9f""","=""2F*""","=""7/2""",6,8,,"=""T7476""","=""L21568""",
C,2,"=""786.055""","=""0.018""","=""786.087""","=""0.011""","=""25w*""","=""2.1e+05""",D+,"=""178495.54""","=""191213.28""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.9f""","=""2F*""","=""5/2""",6,6,,"=""T7476""","=""L21568""",
C,1,"=""786.088""","=""0.004""","=""786.088573""","=""0.000025""","=""110000bl(Ni)""","=""1.53e+06""",B,"=""71385.40992""","=""84103.1238""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3P*""","=""2""",5,5,,"=""T6070n""","=""L9405c184""",
C,1,"=""""","=""""","=""789.22264""","=""0.00004""","=""""","=""1.6e+04""",C,"=""71364.93596""","=""84032.1471""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""1P*""","=""1""",3,3,,"=""T6070""","=""""",
C,2,"=""""","=""""","=""797.565""","=""0.005""","=""""","=""7.22e+04""",B,"=""168729.51""","=""181264.23""","=""2p3""","=""2P*""","=""1/2""","=""2s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5109LS""","=""""",
C,1,"=""""","=""""","=""798.1989""","=""0.0003""","=""""","=""3.6e+04""",C,"=""71352.54344""","=""83877.305""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.5s""","=""1P*""","=""1""",1,3,,"=""T6070""","=""""",
C,2,"=""""","=""""","=""798.760""","=""0.005""","=""""","=""1.44e+05""",B,"=""168748.26""","=""181264.23""","=""2p3""","=""2P*""","=""3/2""","=""2s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5109LS""","=""""",
C,1,"=""798.7889""","=""0.0014""","=""798.7887""","=""0.0008""","=""9800""","=""3.0e+05""",D,"=""73975.92785""","=""86491.441""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.5d""","=""1P*""","=""1""",1,3,,"=""T5520""","=""L17684""",
C,1,"=""801.498""","=""0.004""","=""801.50251""","=""0.00003""","=""15000""","=""5.e+05""",D,"=""71364.93596""","=""83838.0728""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""2""",3,5,,"=""T6070n""","=""L9405c184""",
C,1,"=""801.8564""","=""0.0014""","=""801.85755""","=""0.00005""","=""6000""","=""2.6e+05""",D,"=""71352.54344""","=""83820.1576""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4d""","=""3D*""","=""1""",1,3,,"=""T6070n""","=""L17684""",
C,3,"=""""","=""""","=""802.115""","=""""","=""""","=""5.01e+07""",B,"=""346658.34""","=""359121.95""","=""1s2.2s.5d""","=""1D""","=""2""","=""1s2.2s.6f""","=""1F*""","=""3""",5,7,,"=""T5633""","=""""",
C,1,"=""802.126""","=""0.004""","=""802.124811""","=""0.000020""","=""16000""","=""3.2e+05""",D,"=""71385.40992""","=""83848.8700""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""3""",5,7,,"=""T6070n""","=""L9405c184""",
C,1,"=""802.67""","=""0.03""","=""802.65537""","=""0.00005""","=""9200w""","=""8.e+04""",D,"=""71364.93596""","=""83820.1576""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""1""",3,3,,"=""T6070n""","=""L2138""",
C,1,"=""802.83""","=""0.03""","=""802.82030""","=""0.00003""","=""2300d""","=""2.3e+03""",D,"=""71385.40992""","=""83838.0728""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""2""",5,5,,"=""T6070n""","=""L2138""",
C,2,"=""802.886""","=""0.004""","=""802.8850""","=""0.0015""","=""6""","=""1.71e+06""",B,"=""186427.37""","=""198879.03""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",2,2,,"=""T5109LS""","=""L1176""",
C,2,"=""803.7760""","=""0.0020""","=""803.7732""","=""0.0012""","=""13""","=""4.26e+06""",B,"=""186427.37""","=""198865.27""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",2,4,,"=""T5109LS""","=""L1176""",
C,2,"=""803.9390""","=""0.0020""","=""803.9400""","=""0.0012""","=""16""","=""8.51e+06""",B,"=""186443.71""","=""198879.03""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",4,2,,"=""T5109LS""","=""L1176""",
C,1,"=""804.5333""","=""0.0014""","=""804.53311""","=""0.00003""","=""27000""","=""2.7e+05""",B,"=""71364.93596""","=""83791.0880""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""2""",3,5,,"=""T6070n""","=""L17684""",
C,2,"=""804.8320""","=""0.0020""","=""804.8305""","=""0.0010""","=""8""","=""1.36e+06""",B,"=""186443.71""","=""198865.27""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",4,4,,"=""T5109LS""","=""L1176""",
C,1,"=""805.859""","=""0.004""","=""805.860891""","=""0.000020""","=""59000""","=""1.09e+06""",B,"=""71385.40992""","=""83791.0880""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5s""","=""3P*""","=""2""",5,5,,"=""T6070n""","=""L9405c184""",
C,2,"=""806.2120""","=""0.0020""","=""806.2110""","=""0.0011""","=""13""","=""3.04e+06""",B,"=""186443.71""","=""198844.00""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",4,6,,"=""T5109LS""","=""L1176""",
C,1,"=""806.2356""","=""0.0014""","=""806.23671""","=""0.00003""","=""21000""","=""4.8e+05""",B,"=""71352.54344""","=""83752.4388""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.5s""","=""3P*""","=""1""",1,3,,"=""T6070n""","=""L17684""",
C,2,"=""806.2780""","=""0.0020""","=""806.2793""","=""0.0011""","=""16""","=""4.56e+06""",B,"=""186466.03""","=""198865.27""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",6,4,,"=""T5109LS""","=""L1176""",
C,1,"=""807.0416""","=""0.0014""","=""807.04327""","=""0.00003""","=""21000""","=""3.8e+05""",B,"=""71364.93596""","=""83752.4388""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",3,3,,"=""T6070n""","=""L17684""",
C,2,"=""807.6640""","=""0.0020""","=""807.6648""","=""0.0012""","=""28""","=""7.04e+06""",B,"=""186466.03""","=""198844.00""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",6,6,,"=""T5109LS""","=""L1176""",
C,1,"=""""","=""""","=""807.802243""","=""0.000012""","=""""","=""1.2e+04""",C,"=""71385.40992""","=""83761.27417""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3F*""","=""3""",5,7,,"=""T6070""","=""""",
C,1,"=""807.8480""","=""0.0014""","=""807.84819""","=""0.00007""","=""28000""","=""1.56e+06""",B,"=""71364.93596""","=""83740.0964""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""0""",3,1,,"=""T6070n""","=""L17684""",
C,1,"=""808.3797""","=""0.0014""","=""808.37936""","=""0.00003""","=""32000""","=""6.3e+05""",B,"=""71385.40992""","=""83752.4388""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5s""","=""3P*""","=""1""",5,3,,"=""T6070n""","=""L17684""",
C,2,"=""814.056""","=""0.004""","=""814.051""","=""0.004""","=""25*""","=""3.21e+06""",B,"=""178956.38""","=""191237.24""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.9g""","=""2G""","=""7/2""",6,8,,"=""T7476""","=""L21568,L22145""",
C,2,"=""814.056""","=""0.004""","=""814.056""","=""0.004""","=""25*""","=""3.32e+06""",B,"=""178956.46""","=""191237.25""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.9g""","=""2G""","=""9/2""",8,10,,"=""T7476""","=""L21568,L22145""",
C,2,"=""814.056""","=""0.004""","=""814.057""","=""0.004""","=""25*""","=""1.2e+05""",D+,"=""178956.46""","=""191237.24""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.9g""","=""2G""","=""7/2""",8,8,,"=""T7476""","=""L21568,L22145""",
C,1,"=""""","=""""","=""815.564419""","=""0.000020""","=""""","=""4.e+03""",E,"=""60352.6584""","=""72610.73530""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""1D""","=""2""",3,5,,"=""T9787""","=""""",
C,1,"=""""","=""""","=""818.268673""","=""0.000021""","=""""","=""1.5e+03""",E,"=""60393.1693""","=""72610.73530""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""1D""","=""2""",5,5,,"=""T9787""","=""""",
C,2,"=""""","=""""","=""821.535""","=""0.008""","=""m(N I)""","=""2.06e+06""",B,"=""179073.02""","=""[191242.01]""","=""2s2.5g""","=""2G""","=""7/2""","=""2s2.9h""","=""2H*""","=""9/2""",8,10,,"=""T7476""","=""L21568,L22145""",
C,2,"=""""","=""""","=""821.540""","=""0.008""","=""m(N I)""","=""4.7e+04""",D+,"=""179073.09""","=""[191242.01]""","=""2s2.5g""","=""2G""","=""9/2""","=""2s2.9h""","=""2H*""","=""9/2""",10,10,,"=""T7476""","=""L21568,L22145""",
C,2,"=""""","=""""","=""821.540""","=""0.008""","=""m(N I)""","=""2.10e+06""",B,"=""179073.09""","=""[191242.01]""","=""2s2.5g""","=""2G""","=""9/2""","=""2s2.9h""","=""2H*""","=""11/2""",10,12,,"=""T7476""","=""L21568,L22145""",
C,2,"=""""","=""""","=""823.479""","=""0.012""","=""m(Mg II)""","=""2.8e+04""",E,"=""179073.02""","=""191213.28""","=""2s2.5g""","=""2G""","=""7/2""","=""2s2.9f""","=""2F*""","=""5/2""",8,6,,"=""T7476""","=""L21568""",
C,2,"=""""","=""""","=""823.479""","=""0.012""","=""m(Mg II)""","=""8.e+02""",E,"=""179073.02""","=""191213.29""","=""2s2.5g""","=""2G""","=""7/2""","=""2s2.9f""","=""2F*""","=""7/2""",8,8,,"=""T7476""","=""L21568""",
C,2,"=""""","=""""","=""823.483""","=""0.012""","=""m(Mg II)""","=""2.8e+04""",E,"=""179073.09""","=""191213.29""","=""2s2.5g""","=""2G""","=""9/2""","=""2s2.9f""","=""2F*""","=""7/2""",10,8,,"=""T7476""","=""L21568""",
C,3,"=""""","=""""","=""825.527""","=""""","=""""","=""1.69e+04""",B,"=""333387.01""","=""345497.15""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""","=""1s2.2s.5d""","=""3D""","=""3""",5,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""825.557""","=""""","=""""","=""8.39e+05""",B,"=""333387.01""","=""345496.72""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""","=""1s2.2s.5d""","=""3D""","=""2""",5,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""825.567""","=""""","=""""","=""7.53e+06""",B,"=""333387.01""","=""345496.57""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""","=""1s2.2s.5d""","=""3D""","=""1""",5,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""827.204""","=""""","=""""","=""5.96e+05""",B,"=""333411.55""","=""345497.15""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""","=""1s2.2s.5d""","=""3D""","=""3""",7,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""827.233""","=""""","=""""","=""6.65e+06""",B,"=""333411.55""","=""345496.72""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""","=""1s2.2s.5d""","=""3D""","=""2""",7,5,,"=""T5633LS""","=""""",
C,2,"=""""","=""""","=""828.54""","=""0.03""","=""m(He I)""","=""1.8e+06""",D+,"=""175287.36""","=""187353.4""","=""2s2.5p""","=""2P*""","=""1/2""","=""2s2.7d""","=""2D""","=""3/2""",2,4,,"=""T7476""","=""L21568,L22145""",
C,2,"=""829.052""","=""0.018""","=""829.05""","=""0.03""","=""19bl(He I)*""","=""2.11e+06""",B,"=""175294.74""","=""187353.4""","=""2s2.5p""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""5/2""",4,6,,"=""T7476""","=""L21568""",
C,2,"=""829.052""","=""0.018""","=""829.05""","=""0.03""","=""19bl(He I)*""","=""3.5e+05""",D+,"=""175294.74""","=""187353.4""","=""2s2.5p""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""3/2""",4,4,,"=""T7476""","=""L21568""",
C,3,"=""""","=""""","=""829.654""","=""""","=""""","=""6.81e+06""",B,"=""333447.24""","=""345497.15""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""","=""1s2.2s.5d""","=""3D""","=""3""",9,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""831.704""","=""""","=""""","=""7.61e+06""",B,"=""346712.73""","=""358732.93""","=""1s2.2p.(2P*).3d""","=""1P*""","=""1""","=""1s2.2s.6d""","=""1D""","=""2""",3,5,,"=""T5633""","=""""",
C,3,"=""""","=""""","=""832.116""","=""""","=""""","=""1.05e+07""",B,"=""345095.43""","=""357109.68""","=""1s2.2p.(2P*).3p""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
C,3,"=""833.299""","=""""","=""833.299""","=""""","=""150""","=""2.70e+07""",B,"=""321450.05""","=""333447.24""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2p.(2P*).3d""","=""3F*""","=""4""",7,9,,"=""T5633LS""","=""L1113""",
C,1,"=""833.51443""","=""0.00006""","=""833.514471""","=""0.000021""","=""5900000""","=""3.51e+07""",B+,"=""61981.83211""","=""73975.92785""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""1S""","=""0""",3,1,,"=""T5520,T6070,T4828,u24""","=""L12175c183""",
C,3,"=""""","=""""","=""834.160""","=""""","=""""","=""2.39e+07""",B,"=""321426.74""","=""333411.55""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""",5,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""834.795""","=""""","=""""","=""2.26e+07""",B,"=""321411.31""","=""333387.01""","=""1s2.2s.4d""","=""3D""","=""1""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""",3,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""835.786""","=""""","=""""","=""2.98e+06""",B,"=""321450.05""","=""333411.55""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2p.(2P*).3d""","=""3F*""","=""3""",7,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""835.872""","=""""","=""""","=""4.17e+06""",B,"=""321426.74""","=""333387.01""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""",5,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""836.796""","=""""","=""""","=""3.16e+04""",B,"=""317796.51""","=""329743.57""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2p.(2P*).3p""","=""3P""","=""2""",3,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""837.132""","=""""","=""""","=""9.46e+04""",B,"=""317801.30""","=""329743.57""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3P""","=""2""",5,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""837.504""","=""""","=""""","=""1.17e+05""",B,"=""321450.05""","=""333387.01""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2p.(2P*).3d""","=""3F*""","=""2""",7,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""839.244""","=""""","=""""","=""4.17e+04""",B,"=""317794.26""","=""329706.47""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""",1,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""839.403""","=""""","=""""","=""3.13e+04""",B,"=""317796.51""","=""329706.47""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""",3,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""839.740""","=""""","=""""","=""5.21e+04""",B,"=""317801.30""","=""329706.47""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""",5,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""840.892""","=""""","=""""","=""1.25e+05""",B,"=""317796.51""","=""329685.38""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2p.(2P*).3p""","=""3P""","=""0""",3,1,,"=""T5633LS""","=""""",
C,2,"=""841.342""","=""0.010""","=""841.334""","=""0.013""","=""6h*""","=""3.19e+07""",B,"=""219590.79""","=""231473.41""","=""2s.2p.(3P*).4d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4G""","=""9/2""",8,10,,"=""T10528""","=""L1176""",
C,2,"=""841.342""","=""0.010""","=""841.344""","=""0.013""","=""6h*""","=""3.89e+07""",B,"=""219619.86""","=""231502.34""","=""2s.2p.(3P*).4d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5f""","=""4G""","=""11/2""",10,12,,"=""T10528""","=""L1176""",
C,2,"=""841.449""","=""0.010""","=""841.441""","=""0.012""","=""4h*""","=""2.74e+07""",B,"=""219570.20""","=""231451.31""","=""2s.2p.(3P*).4d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4G""","=""7/2""",6,8,,"=""T10528""","=""L1176""",
C,2,"=""841.449""","=""0.010""","=""841.444""","=""0.015""","=""4h*""","=""3.19e+07""",B,"=""219557.50""","=""231438.57""","=""2s.2p.(3P*).4d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4G""","=""5/2""",4,6,,"=""T10528""","=""L1176""",
C,2,"=""""","=""""","=""843.40""","=""0.04""","=""m(Cl III)""","=""3.81e+06""",C+,"=""219619.86""","=""231473.41""","=""2s.2p.(3P*).4d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5f""","=""4G""","=""9/2""",10,10,,"=""T10528""","=""L21568""",
C,3,"=""850.032""","=""""","=""850.032""","=""""","=""300""","=""1.01e+07""",B,"=""247170.26""","=""258931.29""","=""1s2.2s.3s""","=""1S""","=""0""","=""1s2.2s.3p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""L1113""",
C,3,"=""""","=""""","=""858.208""","=""""","=""""","=""2.08e+06""",C+,"=""358850.02""","=""370499""","=""1s2.2s.6f""","=""3F*""","=""2""","=""1s2.2s.8d""","=""3D""","=""1""",5,3,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""858.208""","=""""","=""""","=""2.32e+05""",C+,"=""358850.02""","=""370499""","=""1s2.2s.6f""","=""3F*""","=""2""","=""1s2.2s.8d""","=""3D""","=""2""",5,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""858.208""","=""""","=""""","=""4.67e+03""",C,"=""358850.02""","=""370499""","=""1s2.2s.6f""","=""3F*""","=""2""","=""1s2.2s.8d""","=""3D""","=""3""",5,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""858.231""","=""""","=""""","=""1.85e+06""",C+,"=""358850.32""","=""370499""","=""1s2.2s.6f""","=""3F*""","=""3""","=""1s2.2s.8d""","=""3D""","=""2""",7,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""858.231""","=""""","=""""","=""1.66e+05""",C+,"=""358850.32""","=""370499""","=""1s2.2s.6f""","=""3F*""","=""3""","=""1s2.2s.8d""","=""3D""","=""3""",7,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""858.262""","=""""","=""""","=""1.91e+06""",C+,"=""358850.74""","=""370499""","=""1s2.2s.6f""","=""3F*""","=""4""","=""1s2.2s.8d""","=""3D""","=""3""",9,7,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""865.214""","=""""","=""""","=""1.72e+05""",B,"=""345496.57""","=""357051.23""","=""1s2.2s.5d""","=""3D""","=""1""","=""1s2.2s.6p""","=""3P*""","=""2""",3,5,,"=""T5633LS""","=""""",
C,3,"=""""","=""""","=""865.225""","=""""","=""""","=""2.58e+06""",B,"=""345496.72""","=""357051.23""","=""1s2.2s.5d""","=""3D""","=""2""","=""1s2.2s.6p""","=""3P*""","=""2""",5,5,,"=""T5633LS""","=""""",
